School,Semester,Grade,Subject,Class,Student Name,Score
Moore High School,Fall-2019,9th-Grade,Sciences,AP Physics 2 (Algebra-Based),Adaline Haley,83
Moore High School,Fall-2019,9th-Grade,English,Journalism,Adaline Haley,83
Moore High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Latin,Golda Monahan,78
Moore High School,Fall-2019,9th-Grade,Performing Arts,Music theory,Golda Monahan,82
Moore High School,Fall-2019,9th-Grade,Family and Consumer Science,Early childhood development,Golda Monahan,83
Moore High School,Fall-2019,9th-Grade,Physical Education,Pilates,Golda Monahan,72
Moore High School,Fall-2019,9th-Grade,Foreign Language,French,Golda Monahan,97
Moore High School,Fall-2019,9th-Grade,Visual Arts,Digital media,Gregory Hermann,79
Moore High School,Fall-2019,9th-Grade,Physical Education,Racket sports,Gregory Hermann,80
Moore High School,Fall-2019,9th-Grade,Vocational Education,Production technology,Gregory Hermann,91
Moore High School,Fall-2019,9th-Grade,Vocational Education,Networking,Gregory Hermann,78
Moore High School,Fall-2019,9th-Grade,Sciences,AP Biology,Gregory Hermann,75
Moore High School,Fall-2019,9th-Grade,Social Studies,Macroeconomics,Sarai Johnson,99
Moore High School,Fall-2019,9th-Grade,Sciences,AP Physics 2 (Algebra-Based),Sarai Johnson,75
Moore High School,Fall-2019,9th-Grade,Vocational Education,Metalworking,Sarai Johnson,90
Moore High School,Fall-2019,9th-Grade,Arts,AP Music theory,Sarai Johnson,100
Moore High School,Fall-2019,9th-Grade,Foreign Language,Portuguese,Sarai Johnson,99
Moore High School,Fall-2019,9th-Grade,Science,Agriculture,Dillan Klocko,78
Moore High School,Fall-2019,9th-Grade,Social Studies,World politics,Dillan Klocko,71
Moore High School,Fall-2019,9th-Grade,Sciences,AP Physics 1 (Algebra-Based),Dillan Klocko,80
Moore High School,Fall-2019,9th-Grade,Social Studies,Global studies,Dillan Klocko,98
Moore High School,Fall-2019,9th-Grade,Visual Arts,Jewelry design,Dillan Klocko,83
Moore High School,Fall-2019,9th-Grade,Business,Business management,Jamaal Goyette,73
Moore High School,Fall-2019,9th-Grade,Sciences,AP Chemistry,Jamaal Goyette,83
Moore High School,Fall-2019,9th-Grade,Science,Zoology,Jamaal Goyette,70
Moore High School,Fall-2019,9th-Grade,Math,Pre-calculus,Jamaal Goyette,96
Moore High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Latin,Jamaal Goyette,70
Moore High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Computer programming,Jaleel Walter,77
Moore High School,Fall-2019,9th-Grade,English,Popular literature,Jaleel Walter,89
Moore High School,Fall-2019,9th-Grade,Performing Arts,Dance,Jaleel Walter,89
Moore High School,Fall-2019,9th-Grade,Computer Science/Information Technology,App development,Jaleel Walter,93
Moore High School,Fall-2019,9th-Grade,Sciences,AP Chemistry,Jaleel Walter,70
Moore High School,Fall-2019,9th-Grade,Visual Arts,Printmaking,Alice Cole,95
Moore High School,Fall-2019,9th-Grade,Sciences,AP Chemistry,Alice Cole,75
Moore High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Web programming,Alice Cole,87
Moore High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Music production,Alice Cole,89
Moore High School,Fall-2019,9th-Grade,English,Communication skills,Alice Cole,97
Moore High School,Fall-2019,9th-Grade,English,Rhetoric,Mckenna Price,91
Moore High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Audio production,Mckenna Price,73
Moore High School,Fall-2019,9th-Grade,Arts,AP Art history,Mckenna Price,73
Moore High School,Fall-2019,9th-Grade,Visual Arts,Photography,Mckenna Price,80
Moore High School,Fall-2019,9th-Grade,Visual Arts,3-D art,Mckenna Price,97
Moore High School,Fall-2019,9th-Grade,English,Humanities,Guillermo Wisoky,81
Moore High School,Fall-2019,9th-Grade,Foreign Language,Russian,Guillermo Wisoky,93
Moore High School,Fall-2019,9th-Grade,World Languages and Cultures,AP French Language and Culture,Guillermo Wisoky,97
Moore High School,Fall-2019,9th-Grade,History & Social Science,AP Calculus BC,Guillermo Wisoky,95
Moore High School,Fall-2019,9th-Grade,Business,Personal finance,Guillermo Wisoky,94
Moore High School,Fall-2019,9th-Grade,History & Social Science,AP Psychology,Rod Kshlerin,70
Moore High School,Fall-2019,9th-Grade,Computer Science/Information Technology,Music production,Rod Kshlerin,95
Moore High School,Fall-2019,9th-Grade,History & Social Science,AP United States Government and Politics,Rod Kshlerin,91
Moore High School,Fall-2019,9th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Rod Kshlerin,73
Moore High School,Fall-2019,9th-Grade,Math,Statistics,Rod Kshlerin,88
Moore High School,Fall-2019,10th-Grade,Visual Arts,Jewelry design,Simone Terry,80
Moore High School,Fall-2019,10th-Grade,History & Social Science,AP Computer Science A,Simone Terry,85
Moore High School,Fall-2019,10th-Grade,Family and Consumer Science,Culinary arts,Simone Terry,80
Moore High School,Fall-2019,10th-Grade,Science,Environmental science,Simone Terry,97
Moore High School,Fall-2019,10th-Grade,Math,Pre-calculus,Simone Terry,74
Moore High School,Fall-2019,10th-Grade,History & Social Science,AP Statistics,Jalyn DuBuque,97
Moore High School,Fall-2019,10th-Grade,Math,Consumer math,Jalyn DuBuque,73
Moore High School,Fall-2019,10th-Grade,Science,Agriculture,Jalyn DuBuque,89
Moore High School,Fall-2019,10th-Grade,Business,Personal finance,Jalyn DuBuque,73
Moore High School,Fall-2019,10th-Grade,English,English language and composition,Jalyn DuBuque,95
Moore High School,Fall-2019,10th-Grade,English,Creative writing,Ella Heathcote,82
Moore High School,Fall-2019,10th-Grade,Family and Consumer Science,Interior design,Ella Heathcote,93
Moore High School,Fall-2019,10th-Grade,Science,Forensic science,Ella Heathcote,94
Moore High School,Fall-2019,10th-Grade,Vocational Education,Metalworking,Ella Heathcote,84
Moore High School,Fall-2019,10th-Grade,Physical Education,Racket sports,Ella Heathcote,99
Moore High School,Fall-2019,10th-Grade,Vocational Education,JROTC (Junior Reserve Officers' Training Corps),Jamel Nitzsche,83
Moore High School,Fall-2019,10th-Grade,Sciences,AP Physics 1 (Algebra-Based),Jamel Nitzsche,100
Moore High School,Fall-2019,10th-Grade,Science,Electronics,Jamel Nitzsche,78
Moore High School,Fall-2019,10th-Grade,Business,Introduction to business,Jamel Nitzsche,82
Moore High School,Fall-2019,10th-Grade,Vocational Education,Hospitality and tourism,Jamel Nitzsche,87
Moore High School,Fall-2019,10th-Grade,Business,Business management,Gaston Dach,76
Moore High School,Fall-2019,10th-Grade,History & Social Science,AP Computer Science Principles,Gaston Dach,78
Moore High School,Fall-2019,10th-Grade,Science,Geology,Gaston Dach,86
Moore High School,Fall-2019,10th-Grade,Sciences,AP Biology,Gaston Dach,85
Moore High School,Fall-2019,10th-Grade,Family and Consumer Science,Fashion construction,Gaston Dach,88
Moore High School,Fall-2019,10th-Grade,World Languages and Cultures,AP French Language and Culture,Deion Nader,90
Moore High School,Fall-2019,10th-Grade,English,Journalism,Deion Nader,0
Moore High School,Fall-2019,10th-Grade,Performing Arts,Jazz band,Deion Nader,76
Moore High School,Fall-2019,10th-Grade,English,Popular literature,Deion Nader,93
Moore High School,Fall-2019,10th-Grade,Social Studies,Religious studies,Deion Nader,82
Moore High School,Fall-2019,10th-Grade,Sciences,AP Biology,Rory Wisoky,72
Moore High School,Fall-2019,10th-Grade,Math,Statistics,Rory Wisoky,82
Moore High School,Fall-2019,10th-Grade,Visual Arts,Drawing,Rory Wisoky,74
Moore High School,Fall-2019,10th-Grade,Math,Multivariable calculus,Rory Wisoky,73
Moore High School,Fall-2019,10th-Grade,Science,Earth science,Rory Wisoky,77
Moore High School,Fall-2019,10th-Grade,Social Studies,Religious studies,Glen Mueller,76
Moore High School,Fall-2019,10th-Grade,Math,Practical math,Glen Mueller,93
Moore High School,Fall-2019,10th-Grade,Math,Multivariable calculus,Glen Mueller,99
Moore High School,Fall-2019,10th-Grade,Science,Environmental science,Glen Mueller,91
Moore High School,Fall-2019,10th-Grade,Vocational Education,Criminal justice,Glen Mueller,72
Moore High School,Fall-2019,10th-Grade,Visual Arts,3-D art,Angie Wintheiser,85
Moore High School,Fall-2019,10th-Grade,Sciences,AP Biology,Angie Wintheiser,85
Moore High School,Fall-2019,10th-Grade,Visual Arts,Art history,Angie Wintheiser,94
Moore High School,Fall-2019,10th-Grade,Visual Arts,Jewelry design,Angie Wintheiser,81
Moore High School,Fall-2019,10th-Grade,Physical Education,Aerobics,Angie Wintheiser,86
Moore High School,Fall-2019,10th-Grade,English,Communication skills,Odessa Doyle,88
Moore High School,Fall-2019,10th-Grade,Performing Arts,Jazz band,Odessa Doyle,82
Moore High School,Fall-2019,10th-Grade,Science,Electronics,Odessa Doyle,85
Moore High School,Fall-2019,10th-Grade,World Languages and Cultures,AP German Language and Culture,Odessa Doyle,79
Moore High School,Fall-2019,10th-Grade,Vocational Education,Building construction,Odessa Doyle,80
Moore High School,Fall-2019,10th-Grade,Performing Arts,Piano,Terence Marks,77
Moore High School,Fall-2019,10th-Grade,Business,Personal finance,Terence Marks,92
Moore High School,Fall-2019,10th-Grade,Arts,AP Studio art (drawing),Terence Marks,72
Moore High School,Fall-2019,10th-Grade,Social Studies,Human geography,Terence Marks,98
Moore High School,Fall-2019,10th-Grade,Physical Education,Health,Terence Marks,81
Moore High School,Fall-2019,10th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Adonis Reinger,70
Moore High School,Fall-2019,10th-Grade,Business,Business management,Adonis Reinger,70
Moore High School,Fall-2019,10th-Grade,Physical Education,Specialized sports,Adonis Reinger,0
Moore High School,Fall-2019,10th-Grade,Science,Environmental science,Adonis Reinger,84
Moore High School,Fall-2019,10th-Grade,Visual Arts,Drawing,Adonis Reinger,97
Moore High School,Fall-2019,10th-Grade,Social Studies,World religions,Tod Armstrong,72
Moore High School,Fall-2019,10th-Grade,Physical Education,Weight training,Tod Armstrong,74
Moore High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Film production,Tod Armstrong,97
Moore High School,Fall-2019,10th-Grade,Family and Consumer Science,Fashion and retail merchandising,Tod Armstrong,95
Moore High School,Fall-2019,10th-Grade,Arts,AP Art history,Tod Armstrong,86
Moore High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Graphic design,Donny Lueilwitz,78
Moore High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Audio production,Donny Lueilwitz,100
Moore High School,Fall-2019,10th-Grade,Business,Personal finance,Donny Lueilwitz,98
Moore High School,Fall-2019,10th-Grade,Arts,AP Art history,Donny Lueilwitz,90
Moore High School,Fall-2019,10th-Grade,Family and Consumer Science,Fashion and retail merchandising,Donny Lueilwitz,100
Moore High School,Fall-2019,10th-Grade,Social Studies,Physical anthropology,Ibrahim Volkman,86
Moore High School,Fall-2019,10th-Grade,History & Social Science,AP Comparative government and politics,Ibrahim Volkman,86
Moore High School,Fall-2019,10th-Grade,Math,Multivariable calculus,Ibrahim Volkman,84
Moore High School,Fall-2019,10th-Grade,Social Studies,Human geography,Ibrahim Volkman,95
Moore High School,Fall-2019,10th-Grade,Performing Arts,Guitar,Ibrahim Volkman,98
Moore High School,Fall-2019,10th-Grade,Physical Education,Racket sports,Kristin Stokes,71
Moore High School,Fall-2019,10th-Grade,Vocational Education,Cosmetology,Kristin Stokes,80
Moore High School,Fall-2019,10th-Grade,Arts,AP Studio art (2-D design),Kristin Stokes,90
Moore High School,Fall-2019,10th-Grade,Social Studies,International relations,Kristin Stokes,98
Moore High School,Fall-2019,10th-Grade,Math,Quantitative literacy,Kristin Stokes,92
Moore High School,Fall-2019,10th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Kristin Eichmann,80
Moore High School,Fall-2019,10th-Grade,Arts,AP Studio art (2-D design),Kristin Eichmann,77
Moore High School,Fall-2019,10th-Grade,Vocational Education,Auto body repair,Kristin Eichmann,80
Moore High School,Fall-2019,10th-Grade,Business,Business law,Kristin Eichmann,90
Moore High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Music production,Kristin Eichmann,89
Moore High School,Fall-2019,10th-Grade,World Languages and Cultures,AP French Language and Culture,Kip Kuphal,83
Moore High School,Fall-2019,10th-Grade,Arts,AP Studio art (3-D design),Kip Kuphal,99
Moore High School,Fall-2019,10th-Grade,English,Works of Shakespeare,Kip Kuphal,94
Moore High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Video game development,Kip Kuphal,0
Moore High School,Fall-2019,10th-Grade,English,English literature and composition,Kip Kuphal,0
Moore High School,Fall-2019,10th-Grade,Performing Arts,Piano,Cody Barrows,88
Moore High School,Fall-2019,10th-Grade,Vocational Education,Electronics,Cody Barrows,79
Moore High School,Fall-2019,10th-Grade,Business,Consumer education,Cody Barrows,86
Moore High School,Fall-2019,10th-Grade,Math,Pre-calculus,Cody Barrows,0
Moore High School,Fall-2019,10th-Grade,Social Studies,Sociology,Cody Barrows,91
Moore High School,Fall-2019,10th-Grade,Math,Fundamentals of math,Mercedes Smitham,92
Moore High School,Fall-2019,10th-Grade,Vocational Education,Heating and cooling systems,Mercedes Smitham,76
Moore High School,Fall-2019,10th-Grade,Math,Multivariable calculus,Mercedes Smitham,90
Moore High School,Fall-2019,10th-Grade,Visual Arts,Printmaking,Mercedes Smitham,92
Moore High School,Fall-2019,10th-Grade,History & Social Science,AP Macroeconomics,Mercedes Smitham,77
Moore High School,Fall-2019,10th-Grade,English,Literary analysis,Oren Cruickshank,88
Moore High School,Fall-2019,10th-Grade,Science,Environmental studies,Oren Cruickshank,83
Moore High School,Fall-2019,10th-Grade,Visual Arts,Sculpture,Oren Cruickshank,87
Moore High School,Fall-2019,10th-Grade,Foreign Language,Spanish,Oren Cruickshank,75
Moore High School,Fall-2019,10th-Grade,Social Studies,Political studies,Oren Cruickshank,87
Moore High School,Fall-2019,10th-Grade,Computer Science/Information Technology,Animation,Karlee Miller,74
Moore High School,Fall-2019,10th-Grade,Vocational Education,Plumbing,Karlee Miller,75
Moore High School,Fall-2019,10th-Grade,Math,Geometry,Karlee Miller,87
Moore High School,Fall-2019,10th-Grade,History & Social Science,AP Calculus AB,Karlee Miller,87
Moore High School,Fall-2019,10th-Grade,Visual Arts,Drawing,Karlee Miller,78
Moore High School,Fall-2019,11th-Grade,Foreign Language,Arabic,Sammy Hammes,72
Moore High School,Fall-2019,11th-Grade,Physical Education,Dance,Sammy Hammes,95
Moore High School,Fall-2019,11th-Grade,Arts,AP Studio art (2-D design),Sammy Hammes,96
Moore High School,Fall-2019,11th-Grade,Performing Arts,Theater technology,Sammy Hammes,92
Moore High School,Fall-2019,11th-Grade,Family and Consumer Science,Interior design,Sammy Hammes,81
Moore High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Ethyl Turner,0
Moore High School,Fall-2019,11th-Grade,Arts,AP Studio art (drawing),Ethyl Turner,94
Moore High School,Fall-2019,11th-Grade,Vocational Education,Cosmetology,Ethyl Turner,90
Moore High School,Fall-2019,11th-Grade,Social Studies,European history,Ethyl Turner,99
Moore High School,Fall-2019,11th-Grade,Vocational Education,Refrigeration fundamentals,Ethyl Turner,70
Moore High School,Fall-2019,11th-Grade,Computer Science/Information Technology,App development,Saul Rau,79
Moore High School,Fall-2019,11th-Grade,Science,Physics,Saul Rau,0
Moore High School,Fall-2019,11th-Grade,English,British literature,Saul Rau,99
Moore High School,Fall-2019,11th-Grade,Arts,AP Studio art (3-D design),Saul Rau,88
Moore High School,Fall-2019,11th-Grade,English,American literature,Saul Rau,73
Moore High School,Fall-2019,11th-Grade,Social Studies,Geography,Virginia Anderson,86
Moore High School,Fall-2019,11th-Grade,Family and Consumer Science,Early childhood development,Virginia Anderson,76
Moore High School,Fall-2019,11th-Grade,Computer Science/Information Technology,App development,Virginia Anderson,90
Moore High School,Fall-2019,11th-Grade,Business,Introduction to business,Virginia Anderson,71
Moore High School,Fall-2019,11th-Grade,Visual Arts,Art history,Virginia Anderson,90
Moore High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Media technology,Aaron Funk,70
Moore High School,Fall-2019,11th-Grade,Science,Oceanography,Aaron Funk,98
Moore High School,Fall-2019,11th-Grade,Vocational Education,Robotics,Aaron Funk,99
Moore High School,Fall-2019,11th-Grade,Family and Consumer Science,Home economics,Aaron Funk,87
Moore High School,Fall-2019,11th-Grade,Math,Algebra 2,Aaron Funk,72
Moore High School,Fall-2019,11th-Grade,Family and Consumer Science,Culinary arts,Dallin Zulauf,96
Moore High School,Fall-2019,11th-Grade,History & Social Science,AP Calculus BC,Dallin Zulauf,77
Moore High School,Fall-2019,11th-Grade,Social Studies,Law,Dallin Zulauf,89
Moore High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Web programming,Dallin Zulauf,85
Moore High School,Fall-2019,11th-Grade,Math,Fundamentals of math,Dallin Zulauf,89
Moore High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Chinese Language and Culture,Cleve Hermiston,72
Moore High School,Fall-2019,11th-Grade,Math,Integrated math,Cleve Hermiston,94
Moore High School,Fall-2019,11th-Grade,Foreign Language,French,Cleve Hermiston,96
Moore High School,Fall-2019,11th-Grade,Social Studies,Women’s studies,Cleve Hermiston,70
Moore High School,Fall-2019,11th-Grade,Business,Business law,Cleve Hermiston,90
Moore High School,Fall-2019,11th-Grade,Science,Environmental studies,Delphia McLaughlin,95
Moore High School,Fall-2019,11th-Grade,Performing Arts,Music theory,Delphia McLaughlin,73
Moore High School,Fall-2019,11th-Grade,Social Studies,Human geography,Delphia McLaughlin,95
Moore High School,Fall-2019,11th-Grade,Family and Consumer Science,Culinary arts,Delphia McLaughlin,75
Moore High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Delphia McLaughlin,89
Moore High School,Fall-2019,11th-Grade,English,English literature and composition,Graciela Lindgren,0
Moore High School,Fall-2019,11th-Grade,Performing Arts,Dance,Graciela Lindgren,88
Moore High School,Fall-2019,11th-Grade,Science,Physics,Graciela Lindgren,86
Moore High School,Fall-2019,11th-Grade,English,Technical writing,Graciela Lindgren,91
Moore High School,Fall-2019,11th-Grade,Social Studies,Modern world studies,Graciela Lindgren,100
Moore High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Computer repair,Corene Adams,97
Moore High School,Fall-2019,11th-Grade,Vocational Education,Building construction,Corene Adams,88
Moore High School,Fall-2019,11th-Grade,Vocational Education,Heating and cooling systems,Corene Adams,75
Moore High School,Fall-2019,11th-Grade,Family and Consumer Science,Fashion and retail merchandising,Corene Adams,88
Moore High School,Fall-2019,11th-Grade,Visual Arts,Film production,Corene Adams,73
Moore High School,Fall-2019,11th-Grade,Business,Introduction to business,Wellington Bailey,97
Moore High School,Fall-2019,11th-Grade,Math,Probability,Wellington Bailey,100
Moore High School,Fall-2019,11th-Grade,Performing Arts,Piano,Wellington Bailey,89
Moore High School,Fall-2019,11th-Grade,World Languages and Cultures,AP German Language and Culture,Wellington Bailey,95
Moore High School,Fall-2019,11th-Grade,Social Studies,Global studies,Wellington Bailey,86
Moore High School,Fall-2019,11th-Grade,Business,Accounting,Loma Runolfsson,76
Moore High School,Fall-2019,11th-Grade,Math,Trigonometry,Loma Runolfsson,87
Moore High School,Fall-2019,11th-Grade,Social Studies,Human geography,Loma Runolfsson,98
Moore High School,Fall-2019,11th-Grade,Science,Environmental studies,Loma Runolfsson,73
Moore High School,Fall-2019,11th-Grade,Vocational Education,Metalworking,Loma Runolfsson,83
Moore High School,Fall-2019,11th-Grade,Arts,AP Studio art (drawing),Paige Wuckert,100
Moore High School,Fall-2019,11th-Grade,Social Studies,Current events,Paige Wuckert,86
Moore High School,Fall-2019,11th-Grade,Social Studies,Microeconomics,Paige Wuckert,97
Moore High School,Fall-2019,11th-Grade,Sciences,AP Chemistry,Paige Wuckert,0
Moore High School,Fall-2019,11th-Grade,Math,Algebra 1,Paige Wuckert,92
Moore High School,Fall-2019,11th-Grade,Sciences,AP Chemistry,Deven Bartell,78
Moore High School,Fall-2019,11th-Grade,Sciences,AP Environmental Science,Deven Bartell,92
Moore High School,Fall-2019,11th-Grade,Business,Personal finance,Deven Bartell,73
Moore High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Media technology,Deven Bartell,89
Moore High School,Fall-2019,11th-Grade,Arts,AP Studio art (2-D design),Deven Bartell,76
Moore High School,Fall-2019,11th-Grade,English,Creative writing,Jonas Maggio,96
Moore High School,Fall-2019,11th-Grade,Math,Consumer math,Jonas Maggio,89
Moore High School,Fall-2019,11th-Grade,Vocational Education,Auto mechanics,Jonas Maggio,74
Moore High School,Fall-2019,11th-Grade,Foreign Language,German,Jonas Maggio,85
Moore High School,Fall-2019,11th-Grade,Arts,AP Music theory,Jonas Maggio,86
Moore High School,Fall-2019,11th-Grade,Math,Consumer math,Lafayette Block,87
Moore High School,Fall-2019,11th-Grade,History & Social Science,AP United States Government and Politics,Lafayette Block,81
Moore High School,Fall-2019,11th-Grade,Physical Education,Racket sports,Lafayette Block,84
Moore High School,Fall-2019,11th-Grade,Vocational Education,Production technology,Lafayette Block,73
Moore High School,Fall-2019,11th-Grade,English,English language and composition,Lafayette Block,75
Moore High School,Fall-2019,11th-Grade,Science,Geology,Jace Denesik,80
Moore High School,Fall-2019,11th-Grade,English,World literature,Jace Denesik,0
Moore High School,Fall-2019,11th-Grade,Visual Arts,Drawing,Jace Denesik,86
Moore High School,Fall-2019,11th-Grade,Math,Calculus,Jace Denesik,94
Moore High School,Fall-2019,11th-Grade,History & Social Science,AP Comparative government and politics,Jace Denesik,76
Moore High School,Fall-2019,11th-Grade,Physical Education,Lifeguard training,Bell Collins,89
Moore High School,Fall-2019,11th-Grade,Vocational Education,Cosmetology,Bell Collins,0
Moore High School,Fall-2019,11th-Grade,Science,Electronics,Bell Collins,72
Moore High School,Fall-2019,11th-Grade,Science,Agriculture,Bell Collins,72
Moore High School,Fall-2019,11th-Grade,Business,Consumer education,Bell Collins,73
Moore High School,Fall-2019,11th-Grade,History & Social Science,AP European history,Everardo Huels,72
Moore High School,Fall-2019,11th-Grade,Social Studies,World religions,Everardo Huels,74
Moore High School,Fall-2019,11th-Grade,Sciences,AP Physics C (Electricity and Magnetism),Everardo Huels,94
Moore High School,Fall-2019,11th-Grade,Science,Oceanography,Everardo Huels,74
Moore High School,Fall-2019,11th-Grade,Family and Consumer Science,Chemistry of foods,Everardo Huels,78
Moore High School,Fall-2019,11th-Grade,Physical Education,Lifeguard training,Stacy Lockman,98
Moore High School,Fall-2019,11th-Grade,World Languages and Cultures,AP Japanese Language and Culture,Stacy Lockman,88
Moore High School,Fall-2019,11th-Grade,Social Studies,Geography,Stacy Lockman,81
Moore High School,Fall-2019,11th-Grade,Arts,AP Music theory,Stacy Lockman,0
Moore High School,Fall-2019,11th-Grade,Foreign Language,Ancient Greek,Stacy Lockman,82
Moore High School,Fall-2019,11th-Grade,Arts,AP Music theory,Christian Stiedemann,76
Moore High School,Fall-2019,11th-Grade,Performing Arts,Drama,Christian Stiedemann,77
Moore High School,Fall-2019,11th-Grade,Family and Consumer Science,Early childhood development,Christian Stiedemann,99
Moore High School,Fall-2019,11th-Grade,Performing Arts,Orchestra,Christian Stiedemann,73
Moore High School,Fall-2019,11th-Grade,Visual Arts,Art history,Christian Stiedemann,70
Moore High School,Fall-2019,11th-Grade,Computer Science/Information Technology,Graphic design,Barry Wiza,80
Moore High School,Fall-2019,11th-Grade,Social Studies,Sociology,Barry Wiza,100
Moore High School,Fall-2019,11th-Grade,Performing Arts,Choir,Barry Wiza,78
Moore High School,Fall-2019,11th-Grade,Performing Arts,World music,Barry Wiza,82
Moore High School,Fall-2019,11th-Grade,Vocational Education,FFA (Future Farmers of America),Barry Wiza,99
Moore High School,Fall-2019,12th-Grade,Science,Chemistry,Susana Moore,72
Moore High School,Fall-2019,12th-Grade,Social Studies,Psychology,Susana Moore,94
Moore High School,Fall-2019,12th-Grade,Visual Arts,Art history,Susana Moore,77
Moore High School,Fall-2019,12th-Grade,Performing Arts,Marching band,Susana Moore,72
Moore High School,Fall-2019,12th-Grade,Foreign Language,Latin,Susana Moore,90
Moore High School,Fall-2019,12th-Grade,Foreign Language,Russian,Tre Luettgen,76
Moore High School,Fall-2019,12th-Grade,History & Social Science,AP World History,Tre Luettgen,91
Moore High School,Fall-2019,12th-Grade,Sciences,AP Physics 1 (Algebra-Based),Tre Luettgen,93
Moore High School,Fall-2019,12th-Grade,Sciences,AP Physics 2 (Algebra-Based),Tre Luettgen,70
Moore High School,Fall-2019,12th-Grade,Foreign Language,Italian,Tre Luettgen,98
Moore High School,Fall-2019,12th-Grade,Science,Biology,Tess Johns,81
Moore High School,Fall-2019,12th-Grade,Vocational Education,Refrigeration fundamentals,Tess Johns,84
Moore High School,Fall-2019,12th-Grade,Family and Consumer Science,Fashion construction,Tess Johns,94
Moore High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Italian Language and Culture,Tess Johns,94
Moore High School,Fall-2019,12th-Grade,English,Communication skills,Tess Johns,97
Moore High School,Fall-2019,12th-Grade,Sciences,AP Physics 2 (Algebra-Based),Makayla Ernser,91
Moore High School,Fall-2019,12th-Grade,Arts,AP Studio art (2-D design),Makayla Ernser,82
Moore High School,Fall-2019,12th-Grade,Foreign Language,Arabic,Makayla Ernser,83
Moore High School,Fall-2019,12th-Grade,Science,Marine biology,Makayla Ernser,75
Moore High School,Fall-2019,12th-Grade,Science,Zoology,Makayla Ernser,76
Moore High School,Fall-2019,12th-Grade,Arts,AP Studio art (drawing),Amari Kessler,90
Moore High School,Fall-2019,12th-Grade,English,Rhetoric,Amari Kessler,92
Moore High School,Fall-2019,12th-Grade,Family and Consumer Science,Family studies,Amari Kessler,94
Moore High School,Fall-2019,12th-Grade,English,Works of Shakespeare,Amari Kessler,72
Moore High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Literature and Culture,Amari Kessler,82
Moore High School,Fall-2019,12th-Grade,Math,Practical math,Michelle Welch,71
Moore High School,Fall-2019,12th-Grade,Business,Business management,Michelle Welch,90
Moore High School,Fall-2019,12th-Grade,Social Studies,Current events,Michelle Welch,85
Moore High School,Fall-2019,12th-Grade,World Languages and Cultures,AP Spanish Language and Culture,Michelle Welch,75
Moore High School,Fall-2019,12th-Grade,Family and Consumer Science,Home economics,Michelle Welch,96
Moore High School,Fall-2019,12th-Grade,Foreign Language,Italian,Junior Gulgowski,76
Moore High School,Fall-2019,12th-Grade,English,Technical writing,Junior Gulgowski,100
Moore High School,Fall-2019,12th-Grade,Computer Science/Information Technology,Graphic design,Junior Gulgowski,88
Moore High School,Fall-2019,12th-Grade,Sciences,AP Biology,Junior Gulgowski,0
Moore High School,Fall-2019,12th-Grade,Vocational Education,Plumbing,Junior Gulgowski,74
Moore High School,Fall-2019,12th-Grade,Sciences,AP Physics 2 (Algebra-Based),Velda O'Connell,85
Moore High School,Fall-2019,12th-Grade,Science,Chemistry,Velda O'Connell,71
Moore High School,Fall-2019,12th-Grade,Science,Zoology,Velda O'Connell,99
Moore High School,Fall-2019,12th-Grade,Sciences,AP Chemistry,Velda O'Connell,79
Moore High School,Fall-2019,12th-Grade,Math,Algebra 2,Velda O'Connell,82
Moore High School,Fall-2019,12th-Grade,English,Poetry,Theodora O'Kon,91
Moore High School,Fall-2019,12th-Grade,Performing Arts,Dance,Theodora O'Kon,79
Moore High School,Fall-2019,12th-Grade,Performing Arts,Drama,Theodora O'Kon,74
Moore High School,Fall-2019,12th-Grade,English,Rhetoric,Theodora O'Kon,88
Moore High School,Fall-2019,12th-Grade,History & Social Science,AP United States Government and Politics,Theodora O'Kon,91
Moore High School,Fall-2019,12th-Grade,Foreign Language,Korean,Shirley Gutkowski,78
Moore High School,Fall-2019,12th-Grade,Math,Trigonometry,Shirley Gutkowski,77
Moore High School,Fall-2019,12th-Grade,Visual Arts,Sculpture,Shirley Gutkowski,88
